facet,state,concept,description
textiles,Nagaland,Khiamniungan Nütsah Shawl,"The Nütsah shawl of the Khiamniungan tribe is notable for its distinctive patterns and, in some variations, the inclusion of cowrie shells. The presence of cowrie shells, as seen in the Shiehtsap nie version, symbolizes the wearer's accomplishments and status within the community."
textiles,Nagaland,Ao Naga Cowrie Apron,Ao Naga men traditionally wear a garment called a cowrie apron to cover the front of the body. This textile is adorned with cowrie shells and is an essential component of the Ao Naga traditional attire.
textiles,Odisha,Sambalpuri Ikat,"Sambalpuri Ikat is a traditional handwoven textile from Western Odisha, particularly in districts like Sambalpur, Bargarh, and Sonepur. It features intricate patterns created through a tie-dye technique known as 'Bandha,' where both warp and weft threads are tie-dyed before weaving. Common motifs include shankha (conch), chakra (wheel), and phula (flower), deeply rooted in Odia culture."
textiles,Odisha,Bomkai Saree,"Also known as Sonepuri saree, the Bomkai saree originates from the Sonepur district. It combines ikat and embroidery techniques, featuring intricate threadwork on the borders and pallu. The designs often depict traditional motifs inspired by nature and tribal art, reflecting the region's rich heritage."
textiles,Odisha,Berhampuri Patta,"Hailing from Berhampur, often referred to as the 'Silk City' of Odisha, Berhampuri Patta sarees are renowned for their distinctive 'phoda kumbha' (temple) design on the borders. Woven from fine silk, these sarees are traditionally used to adorn deities in temples and are cherished for their unique craftsmanship."
textiles,Odisha,Kotpad Handloom,"Originating from the tribal regions of Koraput, Kotpad handloom fabrics are known for their organic dyeing process using natural materials like the aul tree. The textiles, primarily woven by the Mirgan community, feature earthy tones and traditional motifs, reflecting the tribal culture of the area."
textiles,Odisha,Habaspuri Saree,"The Habaspuri saree is a traditional handloom product from the Kalahandi district. Woven from fine cotton, it showcases motifs such as kumbha (temple), fish, and flowers. The saree is named after the village of Habaspur, where this weaving technique originated."
textiles,Odisha,Odisha Ikat,"Known locally as 'Bandha of Odisha,' Odisha Ikat is a resist-dyeing technique where warp and weft threads are tie-dyed before weaving. This method creates vibrant patterns with blurred edges, often featuring motifs like animals, birds, and geometric designs. The intricate process results in textiles that are both visually striking and culturally significant."
textiles,Odisha,Pipili Appliqué Work,"Originating from the village of Pipili in Puri district, this craft involves stitching colorful fabric pieces onto a base cloth to create intricate patterns. Traditionally used in temple decorations, appliqué work now adorns various items like wall hangings, umbrellas, and bags, showcasing the vibrant artistry of the region."
textiles,Odisha,Berhampuri Patta,"Berhampuri Patta sarees, also known as Brahmapuri Patta, are silk sarees from Berhampur. They are distinguished by their unique 'phoda kumbha' (temple) design on the borders and are traditionally used to adorn deities in temples."
textiles,Punjab,Phulkari,"Phulkari, meaning 'flower work,' is a traditional embroidery technique from Punjab. It involves intricate floral patterns embroidered with vibrant silk threads on coarse cotton fabric. Phulkari is commonly used to adorn dupattas, shawls, and headscarves, reflecting the region's rich cultural heritage."
textiles,Punjab,Bagh,"Bagh is a variation of Phulkari where the entire fabric is covered with dense embroidery, leaving little to no base fabric visible. The intricate designs often feature geometric patterns and are traditionally used in bridal trousseaus."
textiles,Punjab,Khes,"Khes is a traditional handwoven textile from Punjab, used as a bedcover or blanket. Made from coarse cotton, it features geometric patterns and is valued for its durability and warmth."
textiles,Punjab,Dhurrie,"Dhurries are handwoven flat rugs or carpets crafted in Punjab. Known for their vibrant colors and geometric designs, they serve both functional and decorative purposes in homes."
textiles,Punjab,Jamdani,"Jamdani is a fine muslin textile featuring intricate patterns woven into the fabric. While traditionally associated with Bengal, the art of Jamdani weaving has also been practiced in parts of Punjab, showcasing delicate floral and geometric designs."
textiles,Punjab,Chola,"The Chola is a traditional long robe worn by Sikh men, especially during religious ceremonies. It is often made from handwoven fabrics and can feature minimalistic embroidery, reflecting the simplicity and elegance of Punjabi craftsmanship."
textiles,Punjab,Salwar Kameez,"The Salwar Kameez is a traditional outfit consisting of a tunic (kameez) paired with baggy trousers (salwar). Originating from Punjab, this attire is known for its comfort and versatility, often adorned with intricate embroidery or embellishments."
textiles,Punjab,Punjabi Ghagra,"The Punjabi Ghagra is a traditional skirt worn by women, characterized by its flared design and vibrant colors. It is typically paired with a short blouse and a dupatta, showcasing elaborate embroidery and mirror work."
textiles,Punjab,Parandi,"Parandi is a traditional hair accessory made from colorful silk threads, often embellished with beads and tassels. While not a textile garment, it represents an integral part of Punjabi attire, reflecting the region's love for vibrant and decorative crafts."
textiles,Rajasthan,Bandhani,"Bandhani, also known as Bandhej, is a traditional tie-dye technique where fabric is intricately tied into small bindings before dyeing, creating patterns of dots and motifs. This craft is deeply rooted in Rajasthan's Maru-Gurjar tradition and is prevalent in regions like Jaipur, Sikar, Bhilwara, Udaipur, and Bikaner."
textiles,Rajasthan,Leheriya,"Leheriya is a distinctive tie-dye technique characterized by diagonal or zigzag patterns resembling waves. The fabric is rolled diagonally, tied at intervals, and dyed, resulting in its signature striped design. This craft is unique to Rajasthan, with main centers in Jaipur and Jodhpur."
textiles,Rajasthan,Bagru Block Print,"Bagru printing is a traditional hand block printing technique using natural dyes, practiced by the Chhipa community in Bagru village. It involves carving intricate designs onto wooden blocks, which are then stamped onto fabric, creating patterns that often feature floral and geometric motifs."
textiles,Rajasthan,Sanganeri Block Print,"Originating from Sanganer, this block printing technique is known for its fine lines and intricate detailing. Artisans carve designs onto wooden blocks and use them to print patterns, typically featuring floral motifs, on white or off-white cotton fabrics."
textiles,Rajasthan,Kota Doria,"Kota Doria, also known as Kota Doriya, is a lightweight fabric made of cotton and silk, characterized by its distinctive square patterns known as 'khats'. Handwoven on traditional pit looms in Kaithoon near Kota, this fabric is renowned for its airy and comfortable texture, making it ideal for sarees and turbans."
textiles,Rajasthan,Gota Patti,"Gota Patti is an intricate embroidery technique where small pieces of gold or silver ribbon are sewn onto fabric, creating elaborate patterns. This form of appliqué work is traditionally used to embellish bridal wear and festive garments in Rajasthan."
textiles,Rajasthan,Mothra,"Mothra is a variation of the Leheriya tie-dye technique, where after the initial dyeing and untying, the fabric is re-rolled and tied along the opposite diagonal before dyeing again. This results in a checkered pattern with small undyed areas, resembling lentils, hence the name 'Mothra' (derived from 'moth', meaning lentil in Hindi)."
